battery,driver,road,traffic,time,speed,soc
healthy,eco,flat,light,0.0,0.08750000000000001,99.99999189814815
healthy,eco,flat,light,0.02,0.17499980859375003,99.99997569446217
healthy,eco,flat,light,0.04,0.2624990429704248,99.99995138899523
healthy,eco,flat,light,0.06,0.3499973203267358,99.99991898183593
healthy,eco,flat,light,0.08,0.4374942578736299,99.99987847310835
healthy,eco,flat,light,0.1,0.524989472842988,99.99982986297198
healthy,eco,flat,light,0.12,0.6124825824943232,99.99977315162175
healthy,eco,flat,light,0.14,0.6999732041214768,99.99970833928803
healthy,eco,flat,light,0.16,0.7874609550593146,99.99963542623664
healthy,eco,flat,light,0.18,0.874945452690421,99.9995544127688
healthy,eco,flat,light,0.2,0.9624263144517914,99.99946529922117
healthy,eco,flat,light,0.22,1.0499031578415225,99.99936808596581
healthy,eco,flat,light,0.24,1.1373756004255013,99.99926277341022
healthy,eco,flat,light,0.26,1.2248432598440901,99.99914936199727
healthy,eco,flat,light,0.28,1.3123057538188105,99.99902785220524
healthy,eco,flat,light,0.3,1.399762700159023,99.99889824454782
healthy,eco,flat,light,0.32,1.4872137167686041,99.99876053957404
healthy,eco,flat,light,0.34,1.5746584216526205,99.99861473786832
healthy,eco,flat,light,0.36,1.6620964329239984,99.99846084005046
healthy,eco,flat,light,0.38,1.74952736881019,99.99829884677557
healthy,eco,flat,light,0.4,1.8369508476598346,99.99812875873413
healthy,eco,flat,light,0.42,1.9243664879494167,99.9979505766519
healthy,eco,flat,light,0.44,2.011773908289918,99.99776430129002
healthy,eco,flat,light,0.46,2.099172727433466,99.99756993344488
healthy,eco,flat,light,0.48,2.186562564279976,99.99736747394819
healthy,eco,flat,light,0.5,2.273943037883788,99.9971569236669
healthy,eco,flat,light,0.52,2.3613137674602998,99.99693828350325
healthy,eco,flat,light,0.54,2.4486743723925897,99.9967115543947
healthy,eco,flat,light,0.56,2.536024472238039,99.99647673731393
healthy,eco,flat,light,0.58,2.6233636867349444,99.99623383326886
healthy,eco,flat,light,0.6,2.7106916358091224,99.99598284330258
healthy,eco,flat,light,0.62,2.7980079395805113,99.99572376849336
healthy,eco,flat,light,0.64,2.8853122183697626,99.99545660995463
healthy,eco,flat,light,0.66,2.9726040927048256,99.99518136883493
healthy,eco,flat,light,0.68,3.0598831833275266,99.99489804631796
healthy,eco,flat,light,0.7000000000000001,3.1471491112001364,99.99460664362248
healthy,eco,flat,light,0.72,3.234401497511933,99.99430716200233
healthy,eco,flat,light,0.74,3.3216399636857554,99.99399960274643
healthy,eco,flat,light,0.76,3.4088641313845467,99.99368396717871
healthy,eco,flat,light,0.78,3.4960736225178906,99.99336025665811
healthy,eco,flat,light,0.8,3.583268059248539,99.99302847257854
healthy,eco,flat,light,0.8200000000000001,3.670447063998928,99.99268861636891
healthy,eco,flat,light,0.84,3.757610259457688,99.99234068949303
healthy,eco,flat,light,0.86,3.844757268586138,99.99198469344965
healthy,eco,flat,light,0.88,3.9318877146247795,99.99162062977237
healthy,eco,flat,light,0.9,4.019001221099769,99.99124850002967
healthy,eco,flat,light,0.92,4.106097411829389,99.99086830582488
healthy,eco,flat,light,0.9400000000000001,4.193175910930504,99.99048004879609
healthy,eco,flat,light,0.96,4.280236342825003,99.99008373061619
healthy,eco,flat,light,0.98,4.367278332246243,99.98967935299284
healthy,eco,flat,light,1.0,4.45430150424546,99.98926691766837
healthy,eco,flat,light,1.02,4.541305484198191,99.98884642641984
healthy,eco,flat,light,1.04,4.628289897810671,99.98841788105894
healthy,eco,flat,light,1.06,4.715254371126217,99.98798128343198
healthy,eco,flat,light,1.08,4.802198530531606,99.98753663541989
healthy,eco,flat,light,1.1,4.88912200276344,99.98708393893814
healthy,eco,flat,light,1.12,4.976024414914492,99.98662319593676
healthy,eco,flat,light,1.1400000000000001,5.062905394440047,99.98615440840024
healthy,eco,flat,light,1.16,5.14976456916422,99.98567757834753
healthy,eco,flat,light,1.18,5.236601567286274,99.98519270783204
healthy,eco,flat,light,1.2,5.323416017386911,99.98469979894155
healthy,eco,flat,light,1.22,5.410207548434557,99.98419885379818
healthy,eco,flat,light,1.24,5.4969757897916285,99.98368987455838
healthy,eco,flat,light,1.26,5.58372037122079,99.98317286341289
healthy,eco,flat,light,1.28,5.67044092289119,99.9826478225867
healthy,eco,flat,light,1.3,5.757137075384691,99.98211475433898
healthy,eco,flat,light,1.32,5.843808459702071,99.98157366096308
healthy,eco,flat,light,1.34,5.930454707269229,99.98102454478648
healthy,eco,flat,light,1.36,6.017075449943355,99.98046740817074
healthy,eco,flat,light,1.3800000000000001,6.103670320019097,99.97990225351148
healthy,eco,flat,light,1.4000000000000001,6.1902389502347095,99.97932908323831
healthy,eco,flat,light,1.42,6.276780973778185,99.97874789981482
healthy,eco,flat,light,1.44,6.363296024293366,99.9781587057385
healthy,eco,flat,light,1.46,6.4497837358860455,99.97756150354073
healthy,eco,flat,light,1.48,6.536243743130053,99.97695629578674
healthy,eco,flat,light,1.5,6.622675681073313,99.97634308507553
healthy,eco,flat,light,1.52,6.709079185243897,99.97572187403986
healthy,eco,flat,light,1.54,6.79545389165605,99.9750926653462
healthy,eco,flat,light,1.56,6.881799436816209,99.97445546169465
healthy,eco,flat,light,1.58,6.968115457728995,99.97381026581893
healthy,eco,flat,light,1.6,7.054401591903189,99.97315708048635
healthy,eco,flat,light,1.62,7.140657477357693,99.9724959084977
healthy,eco,flat,light,1.6400000000000001,7.2268827526274695,99.97182675268728
healthy,eco,flat,light,1.6600000000000001,7.313077056769464,99.97114961592277
healthy,eco,flat,light,1.68,7.399240029368507,99.97046450110524
healthy,eco,flat,light,1.7,7.4853713105432025,99.96977141116908
healthy,eco,flat,light,1.72,7.571470540951785,99.96907034908195
healthy,eco,flat,light,1.74,7.6575373617979725,99.96836131784474
healthy,eco,flat,light,1.76,7.743571414836789,99.96764432049152
healthy,eco,flat,light,1.78,7.829572342380372,99.96691936008945
healthy,eco,flat,light,1.8,7.915539787303757,99.96618643973878
healthy,eco,flat,light,1.82,8.001473393050647,99.96544556257275
healthy,eco,flat,light,1.84,8.087372803639154,99.9646967317576
healthy,eco,flat,light,1.86,8.173237663667528,99.96393995049245
healthy,eco,flat,light,1.8800000000000001,8.25906761831986,99.96317522200927
healthy,eco,flat,light,1.9000000000000001,8.34486231337176,99.96240254957284
healthy,eco,flat,light,1.92,8.430621395196031,99.9616219364807
healthy,eco,flat,light,1.94,8.516344510768302,99.96083338606303
healthy,eco,flat,light,1.96,8.60203130767265,99.96003690168268
healthy,eco,flat,light,1.98,8.687681434107196,99.95923248673508
healthy,eco,flat,light,2.0,8.773294538889683,99.95842014464814
healthy,eco,flat,light,2.02,8.85887027146303,99.95759987888226
healthy,eco,flat,light,2.04,8.944408281900865,99.95677169293023
healthy,eco,flat,light,2.06,9.02990822091303,99.95593559031718
healthy,eco,flat,light,2.08,9.115369739851078,99.95509157460053
healthy,eco,flat,light,2.1,9.200792490713722,99.95423964936991
healthy,eco,flat,light,2.12,9.286176126152293,99.95337981824711
healthy,eco,flat,light,2.14,9.371520299476146,99.95251208488605
healthy,eco,flat,light,2.16,9.456824664658058,99.95163645297266
healthy,eco,flat,light,2.18,9.542088876339605,99.95075292622485
healthy,eco,flat,light,2.2,9.627312589836507,99.94986150839246
healthy,eco,flat,light,2.22,9.712495461143947,99.94896220325717
healthy,eco,flat,light,2.24,9.797637146941877,99.94805501463244
healthy,eco,flat,light,2.2600000000000002,9.8827373046003,99.9471399463635
healthy,eco,flat,light,2.2800000000000002,9.967795592184507,99.94621700232719
healthy,eco,flat,light,2.3000000000000003,10.052811668460317,99.94528618643196
healthy,eco,flat,light,2.32,10.137785192899278,99.9443475026178
healthy,eco,flat,light,2.34,10.222715825683844,99.94340095485616
healthy,eco,flat,light,2.36,10.307603227712526,99.94244654714988
healthy,eco,flat,light,2.38,10.392447060605027,99.94148428353316
healthy,eco,flat,light,2.4,10.47724698670734,99.94051416807143
healthy,eco,flat,light,2.42,10.56200266909683,99.93953620486133
healthy,eco,flat,light,2.44,10.64671377158728,99.93855039803063
healthy,eco,flat,light,2.46,10.731379958733926,99.93755675173816
healthy,eco,flat,light,2.48,10.816000895838458,99.93655527017373
healthy,eco,flat,light,2.5,10.900576248953989,99.93554595755808
healthy,eco,flat,light,2.52,10.985105684890007,99.93452881814281
healthy,eco,flat,light,2.54,11.069588871217302,99.9335038562103
healthy,eco,flat,light,2.56,11.154025476272858,99.9324710760736
healthy,eco,flat,light,2.58,11.238415169164725,99.93143048207645
healthy,eco,flat,light,2.6,11.322757619776862,99.93038207859314
healthy,eco,flat,light,2.62,11.407052498773957,99.92932587002844
healthy,eco,flat,light,2.64,11.491299477606212,99.92826186081754
healthy,eco,flat,light,2.66,11.57549822851411,99.92719005542601
healthy,eco,flat,light,2.68,11.659648424533152,99.92611045834967
healthy,eco,flat,light,2.7,11.74374973949856,99.92502307411453
healthy,eco,flat,light,2.72,11.82780184804996,99.92392790727675
healthy,eco,flat,light,2.74,11.911804425636042,99.92282496242252
healthy,eco,flat,light,2.7600000000000002,11.995757148519177,99.92171424416803
healthy,eco,flat,light,2.7800000000000002,12.079659693780021,99.92059575715935
healthy,eco,flat,light,2.8000000000000003,12.163511739322082,99.91946950607237
healthy,eco,flat,light,2.82,12.247312963876267,99.91833549561275
healthy,eco,flat,light,2.84,12.331063047005388,99.9171937305158
healthy,eco,flat,light,2.86,12.414761669108659,99.91604421554645
healthy,eco,flat,light,2.88,12.49840851142614,99.9148869554991
healthy,eco,flat,light,2.9,12.582003256043178,99.91372195519762
healthy,eco,flat,light,2.92,12.665545585894801,99.91254921949522
healthy,eco,flat,light,2.94,12.749035184770092,99.9113687532744
healthy,eco,flat,light,2.96,12.83247173731653,99.91018056144688
healthy,eco,flat,light,2.98,12.915854929044304,99.90898464895345
healthy,eco,flat,light,3.0,12.9991844463306,99.90778102076398
healthy,eco,flat,light,3.02,13.082459976423857,99.90656968187727
healthy,eco,flat,light,3.04,13.165681207447989,99.90535063732102
healthy,eco,flat,light,3.06,13.248847828406586,99.90412389215173
healthy,eco,flat,light,3.08,13.33195952918708,99.90288945145458
healthy,eco,flat,light,3.1,13.415016000564883,99.90164732034341
healthy,eco,flat,light,3.12,13.498016934207497,99.90039750396062
healthy,eco,flat,light,3.14,13.580962022678593,99.89914000747704
healthy,eco,flat,light,3.16,13.663850959442057,99.89787483609192
healthy,eco,flat,light,3.18,13.746683438866011,99.89660199503277
healthy,eco,flat,light,3.2,13.829459156226802,99.89532148955534
healthy,eco,flat,light,3.22,13.912177807712958,99.89403332494352
healthy,eco,flat,light,3.24,13.994839090429123,99.89273750650922
healthy,eco,flat,light,3.2600000000000002,14.077442702399948,99.89143403959233
healthy,eco,flat,light,3.2800000000000002,14.159988342573964,99.8901229295606
healthy,eco,flat,light,3.3000000000000003,14.242475710827419,99.8888041818096
healthy,eco,flat,light,3.3200000000000003,14.324904507968082,99.88747780176257
healthy,eco,flat,light,3.34,14.407274435739021,99.88614379487038
healthy,eco,flat,light,3.36,14.489585196822354,99.88480216661141
healthy,eco,flat,light,3.38,14.571836494842955,99.88345292249151
healthy,eco,flat,light,3.4,14.654028034372145,99.8820960680439
healthy,eco,flat,light,3.42,14.73615952093134,99.880731608829
healthy,eco,flat,light,3.44,14.818230660995681,99.87935955043446
healthy,eco,flat,light,3.46,14.90024116199762,99.87797989847502
healthy,eco,flat,light,3.48,14.982190732330478,99.8765926585924
healthy,eco,flat,light,3.5,15.06407908135198,99.87519783645524
healthy,eco,flat,light,3.52,15.14590591938775,99.873795437759
healthy,eco,flat,light,3.54,15.227670957734777,99.87238546822587
healthy,eco,flat,light,3.56,15.30937390866485,99.8709679336047
healthy,eco,flat,light,3.58,15.391014485427968,99.86954283967087
healthy,eco,flat,light,3.6,15.472592402255701,99.86811019222621
healthy,eco,flat,light,3.62,15.554107374364543,99.86666999709895
healthy,eco,flat,light,3.64,15.635559117959211,99.86522226014358
healthy,eco,flat,light,3.66,15.71694735023593,99.86376698724078
healthy,eco,flat,light,3.68,15.798271789385678,99.86230418429732
healthy,eco,flat,light,3.7,15.879532154597396,99.86083385724596
healthy,eco,flat,light,3.72,15.960728166061173,99.85935601204541
healthy,eco,flat,light,3.74,16.041859544971402,99.85787065468014
healthy,eco,flat,light,3.7600000000000002,16.122926013529888,99.85637779116037
healthy,eco,flat,light,3.7800000000000002,16.203927294948944,99.85487742752194
healthy,eco,flat,light,3.8000000000000003,16.284863113454445,99.85336956982626
healthy,eco,flat,light,3.8200000000000003,16.365733194288847,99.85185422416012
healthy,eco,flat,light,3.84,16.44653726371418,99.85033139663571
healthy,eco,flat,light,3.86,16.52727504901501,99.84880109339043
healthy,eco,flat,light,3.88,16.607946278501366,99.84726332058688
healthy,eco,flat,light,3.9,16.688550681511625,99.84571808441267
healthy,eco,flat,light,3.92,16.76908798841539,99.84416539108041
healthy,eco,flat,light,3.94,16.84955793061631,99.84260524682757
healthy,eco,flat,light,3.96,16.92996024055488,99.84103765791642
healthy,eco,flat,light,3.98,17.01029465171121,99.83946263063385
healthy,eco,flat,light,4.0,17.09056089860776,99.83788017129139
healthy,eco,flat,light,4.0200000000000005,17.170758716812035,99.83629028622502
healthy,eco,flat,light,4.04,17.25088784293926,99.83469298179511
healthy,eco,flat,light,4.0600000000000005,17.330948014655018,99.83308826438635
healthy,eco,flat,light,4.08,17.41093897067785,99.83147614040759
healthy,eco,flat,light,4.1,17.490860450781835,99.82985661629178
healthy,eco,flat,light,4.12,17.570712195799118,99.82822969849587
healthy,eco,flat,light,4.14,17.650493947622426,99.82659539350072
healthy,eco,flat,light,4.16,17.73020544920755,99.82495370781098
healthy,eco,flat,light,4.18,17.809846444575772,99.823304647955
healthy,eco,flat,light,4.2,17.88941667881629,99.82164822048473
healthy,eco,flat,light,4.22,17.968915898088582,99.81998443197566
healthy,eco,flat,light,4.24,18.048343849624768,99.81831328902662
healthy,eco,flat,light,4.26,18.12770028173191,99.8166347982598
healthy,eco,flat,light,4.28,18.206984943794303,99.81494896632056
healthy,eco,flat,light,4.3,18.286197586275716,99.81325579987738
healthy,eco,flat,light,4.32,18.365337960721607,99.81155530562177
healthy,eco,flat,light,4.34,18.444405819761318,99.80984749026808
healthy,eco,flat,light,4.36,18.523400917110216,99.80813236055354
healthy,eco,flat,light,4.38,18.602323007571815,99.80640992323802
healthy,eco,flat,light,4.4,18.681171847039863,99.80468018510403
healthy,eco,flat,light,4.42,18.759947192500398,99.80294315295657
healthy,eco,flat,light,4.44,18.838648802033763,99.80119883362305
healthy,eco,flat,light,4.46,18.917276434816603,99.79944723395316
healthy,eco,flat,light,4.48,18.995829851123823,99.7976883608188
healthy,eco,flat,light,4.5,19.0743088123305,99.79592222111395
healthy,eco,flat,light,4.5200000000000005,19.152713080913795,99.7941488217546
healthy,eco,flat,light,4.54,19.2310424204548,99.79236816967864
healthy,eco,flat,light,4.5600000000000005,19.309296595640365,99.79058027184571
healthy,eco,flat,light,4.58,19.387475372264905,99.78878513523716
healthy,eco,flat,light,4.6000000000000005,19.46557851723215,99.78698276685594
healthy,eco,flat,light,4.62,19.543605798556886,99.78517317372645
healthy,eco,flat,light,4.64,19.621556985366652,99.78335636289447
healthy,eco,flat,light,4.66,19.6994318479034,99.78153234142707
healthy,eco,flat,light,4.68,19.777230157525146,99.77970111641248
healthy,eco,flat,light,4.7,19.854951686707555,99.77786269496
healthy,eco,flat,light,4.72,19.932596209045517,99.7760170841999
healthy,eco,flat,light,4.74,20.010163499254695,99.77416429128331
healthy,eco,flat,light,4.76,20.087653333173023,99.77230432338209
healthy,eco,flat,light,4.78,20.16506548776218,99.77043718768877
healthy,eco,flat,light,4.8,20.242399741109036,99.76856289141645
healthy,eco,flat,light,4.82,20.319655872427067,99.76668144179864
healthy,eco,flat,light,4.84,20.39683366205772,99.7647928460892
healthy,eco,flat,light,4.86,20.47393289147178,99.76289711156221
healthy,eco,flat,light,4.88,20.550953343270667,99.76099424551191
healthy,eco,flat,light,4.9,20.627894801187736,99.75908425525255
healthy,eco,flat,light,4.92,20.704757050089516,99.75716714811828
healthy,eco,flat,light,4.94,20.781539875976936,99.7552429314631
healthy,eco,flat,light,4.96,20.858243065986514,99.7533116126607
healthy,eco,flat,light,4.98,20.93486640839152,99.75137319910436
healthy,eco,flat,light,5.0,21.01140969260309,99.7494276982069
healthy,eco,flat,light,5.0200000000000005,21.087872709171332,99.7474751174005
healthy,eco,flat,light,5.04,21.164255249786375,99.74551546413663
healthy,eco,flat,light,5.0600000000000005,21.24055710727942,99.74354874588596
healthy,eco,flat,light,5.08,21.31677807562373,99.74157497013822
healthy,eco,flat,light,5.1000000000000005,21.392917949935597,99.7395941444021
healthy,eco,flat,light,5.12,21.46897652647528,99.73760627620521
healthy,eco,flat,light,5.14,21.544953602647922,99.73561137309386
healthy,eco,flat,light,5.16,21.620848977004417,99.73360944263302
healthy,eco,flat,light,5.18,21.696662449242258,99.73160049240624
healthy,eco,flat,light,5.2,21.77239382020635,99.72958453001549
healthy,eco,flat,light,5.22,21.848042891889797,99.72756156308105
healthy,eco,flat,light,5.24,21.92360946743465,99.72553159924148
healthy,eco,flat,light,5.26,21.999093351132636,99.72349464615341
healthy,eco,flat,light,5.28,22.07449434842584,99.72145071149153
healthy,eco,flat,light,5.3,22.149812265907375,99.71939980294839
healthy,eco,flat,light,5.32,22.225046911322,99.71734192823438
healthy,eco,flat,light,5.34,22.30019809356674,99.71527709507757
healthy,eco,flat,light,5.36,22.37526562269143,99.71320531122362
healthy,eco,flat,light,5.38,22.45024930989928,99.71112658443566
healthy,eco,flat,light,5.4,22.525148967547366,99.70904092249422
healthy,eco,flat,light,5.42,22.599964409147113,99.70694833319708
healthy,eco,flat,light,5.44,22.674695449364744,99.70484882435917
healthy,eco,flat,light,5.46,22.74934190402171,99.70274240381251
healthy,eco,flat,light,5.48,22.823903590095057,99.70062907940601
healthy,eco,flat,light,5.5,22.89838032571781,99.69850885900549
healthy,eco,flat,light,5.5200000000000005,22.972771930179277,99.69638175049343
healthy,eco,flat,light,5.54,23.047078223925375,99.69424776176899
healthy,eco,flat,light,5.5600000000000005,23.12129902855888,99.69210690074783
healthy,eco,flat,light,5.58,23.19543416683968,99.689959175362
healthy,eco,flat,light,5.6000000000000005,23.269483462684974,99.6878045935599
healthy,eco,flat,light,5.62,23.34344674116947,99.6856431633061
healthy,eco,flat,light,5.64,23.417323828525525,99.68347489258123
healthy,eco,flat,light,5.66,23.491114552143273,99.68129978938195
healthy,eco,flat,light,5.68,23.564818740570725,99.67911786172078
healthy,eco,flat,light,5.7,23.63843622351383,99.67692911762602
healthy,eco,flat,light,5.72,23.7119668318365,99.6747335651416
healthy,eco,flat,light,5.74,23.785410397560646,99.672531212327
healthy,eco,flat,light,5.76,23.858766753866135,99.6703220672572
healthy,eco,flat,light,5.78,23.93203573509075,99.66810613802247
healthy,eco,flat,light,5.8,24.00521717673011,99.66588343272832
healthy,eco,flat,light,5.82,24.07831091543756,99.6636539594954
healthy,eco,flat,light,5.84,24.151316789024047,99.66141772645939
healthy,eco,flat,light,5.86,24.224234636457954,99.65917474177083
healthy,eco,flat,light,5.88,24.2970642978649,99.6569250135951
healthy,eco,flat,light,5.9,24.369805614527536,99.65466855011228
healthy,eco,flat,light,5.92,24.44245842888529,99.652405359517
healthy,eco,flat,light,5.94,24.515022584534094,99.65013545001844
healthy,eco,flat,light,5.96,24.58749792622609,99.64785882984009
healthy,eco,flat,light,5.98,24.659884299869283,99.64557550721973
healthy,eco,flat,light,6.0,24.73218155252721,99.64328549040931
healthy,eco,flat,light,6.0200000000000005,24.80438953241853,99.64098878767483
healthy,eco,flat,light,6.04,24.87650808891663,99.63868540729622
healthy,eco,flat,light,6.0600000000000005,24.948537072549183,99.63637535756729
healthy,eco,flat,light,6.08,25.020476334997674,99.63405864679552
healthy,eco,flat,light,6.1000000000000005,25.09232572909692,99.63173528330209
healthy,eco,flat,light,6.12,25.16408510883454,99.62940527542165
healthy,eco,flat,light,6.140000000000001,25.235754329350424,99.62706863150227
healthy,eco,flat,light,6.16,25.307333246936143,99.62472535990533
healthy,eco,flat,light,6.18,25.378821719034356,99.62237546900542
healthy,eco,flat,light,6.2,25.450219604238193,99.6200189671902
healthy,eco,flat,light,6.22,25.521526762290595,99.61765586286036
healthy,eco,flat,light,6.24,25.592743054083638,99.61528616442942
healthy,eco,flat,light,6.26,25.663868341657828,99.61290988032371
healthy,eco,flat,light,6.28,25.734902488201378,99.61052701898221
healthy,eco,flat,light,6.3,25.805845358049446,99.60813758885647
healthy,eco,flat,light,6.32,25.876696816683356,99.60574159841048
healthy,eco,flat,light,6.34,25.947456730729794,99.60333905612059
healthy,eco,flat,light,6.36,26.018124967959967,99.6009299704754
healthy,eco,flat,light,6.38,26.08870139728876,99.59851434997566
healthy,eco,flat,light,6.4,26.159185888773838,99.5960922031341
healthy,eco,flat,light,6.42,26.229578313614752,99.59366353847544
healthy,eco,flat,light,6.44,26.299878544152,99.59122836453616
healthy,eco,flat,light,6.46,26.370086453866072,99.5887866898645
healthy,eco,flat,light,6.48,26.440201917376463,99.5863385230203
healthy,eco,flat,light,6.5,26.510224810440672,99.58388387257489
healthy,eco,flat,light,6.5200000000000005,26.58015500995317,99.581422747111
healthy,eco,flat,light,6.54,26.64999239394434,99.57895515522267
healthy,eco,flat,light,6.5600000000000005,26.719736841579408,99.57648110551511
healthy,eco,flat,light,6.58,26.789388233157325,99.57400060660464
healthy,eco,flat,light,6.6000000000000005,26.858946450109656,99.57151366711852
healthy,eco,flat,light,6.62,26.92841137499941,99.56902029569491
healthy,eco,flat,light,6.640000000000001,26.99778289151988,99.56652050098273
healthy,eco,flat,light,6.66,27.067060884493436,99.56401429164157
healthy,eco,flat,light,6.68,27.136245239870316,99.56150167634158
healthy,eco,flat,light,6.7,27.205335844727358,99.55898266376336
healthy,eco,flat,light,6.72,27.27433258726675,99.55645726259787
healthy,eco,flat,light,6.74,27.343235356814727,99.55392548154632
healthy,eco,flat,light,6.76,27.412044043820273,99.55138732932004
healthy,eco,flat,light,6.78,27.480758539853763,99.54884281464042
healthy,eco,flat,light,6.8,27.54937873760562,99.5462919462388
healthy,eco,flat,light,6.82,27.617904530884918,99.54373473285631
healthy,eco,flat,light,6.84,27.68633581461799,99.54117118324385
healthy,eco,flat,light,6.86,27.754672484846996,99.53860130616192
healthy,eco,flat,light,6.88,27.822914438728468,99.53602511038056
healthy,eco,flat,light,6.9,27.891061574531847,99.53344260467922
healthy,eco,flat,light,6.92,27.95911379163799,99.53085379784666
healthy,eco,flat,light,6.94,28.027070990537645,99.52825869868087
healthy,eco,flat,light,6.96,28.094933072829928,99.52565731598894
healthy,eco,flat,light,6.98,28.162699941220758,99.52304965858697
healthy,eco,flat,light,7.0,28.230371499521276,99.52043573529998
healthy,eco,flat,light,7.0200000000000005,28.29794765264625,99.51781555496177
healthy,eco,flat,light,7.04,28.365428306612454,99.51518912641487
healthy,eco,flat,light,7.0600000000000005,28.432813368537015,99.51255645851037
healthy,eco,flat,light,7.08,28.500102746635765,99.50991756010791
healthy,eco,flat,light,7.1000000000000005,28.567296350221547,99.50727244007548
healthy,eco,flat,light,7.12,28.63439408970251,99.5046211072894
healthy,eco,flat,light,7.140000000000001,28.7013958765804,99.50196357063416
healthy,eco,flat,light,7.16,28.768301623448796,99.49929983900236
healthy,eco,flat,light,7.18,28.835111243991353,99.49662992129458
healthy,eco,flat,light,7.2,28.901824652980018,99.49395382641931
healthy,eco,flat,light,7.22,28.968441766273227,99.49127156329281
healthy,eco,flat,light,7.24,29.03496250081408,99.48858314083904
healthy,eco,flat,light,7.26,29.101386774628487,99.48588856798953
healthy,eco,flat,light,7.28,29.167714506823323,99.48318785368335
healthy,eco,flat,light,7.3,29.233945617584535,99.48048100686691
healthy,eco,flat,light,7.32,29.300080028175238,99.47776803649393
healthy,eco,flat,light,7.34,29.3661176609338,99.47504895152532
healthy,eco,flat,light,7.36,29.432058439271906,99.4723237609291
healthy,eco,flat,light,7.38,29.497902287672588,99.46959247368024
healthy,eco,flat,light,7.4,29.563649131688262,99.46685509876063
healthy,eco,flat,light,7.42,29.62929889793872,99.46411164515897
healthy,eco,flat,light,7.44,29.694851514109136,99.46136212187062
healthy,eco,flat,light,7.46,29.76030690894801,99.45860653789757
healthy,eco,flat,light,7.48,29.82566501226514,99.45584490224829
healthy,eco,flat,light,7.5,29.890925754929544,99.45307722393764
healthy,eco,flat,light,7.5200000000000005,29.956089068867374,99.45030351198682
healthy,eco,flat,light,7.54,30.021154887059826,99.4475237754232
healthy,eco,flat,light,7.5600000000000005,30.086123143541005,99.44473802328028
healthy,eco,flat,light,7.58,30.150993773395797,99.44194626459756
healthy,eco,flat,light,7.6000000000000005,30.215766712757713,99.43914850842046
healthy,eco,flat,light,7.62,30.280441898806718,99.4363447638002
healthy,eco,flat,light,7.640000000000001,30.345019269767043,99.43353503979374
healthy,eco,flat,light,7.66,30.40949876490498,99.43071934546366
healthy,eco,flat,light,7.68,30.47388032452666,99.42789768987805
healthy,eco,flat,light,7.7,30.53816388997582,99.42507008211047
healthy,eco,flat,light,7.72,30.602349403631546,99.42223653123976
healthy,eco,flat,light,7.74,30.666436808906,99.41939704635004
healthy,eco,flat,light,7.76,30.730426050242134,99.41655163653057
healthy,eco,flat,light,7.78,30.794317073111397,99.41370031087565
healthy,eco,flat,light,7.8,30.858109824011414,99.41084307848455
healthy,eco,flat,light,7.82,30.921804250463644,99.40797994846136
healthy,eco,flat,light,7.84,30.985400301011044,99.40511092991497
healthy,eco,flat,light,7.86,31.048897925215698,99.40223603195894
healthy,eco,flat,light,7.88,31.112297073656435,99.39935526371137
healthy,eco,flat,light,7.9,31.17559769792645,99.39646863429489
healthy,eco,flat,light,7.92,31.238799750630875,99.3935761528365
healthy,eco,flat,light,7.94,31.301903185384376,99.39067782846749
healthy,eco,flat,light,7.96,31.364907956808697,99.38777367032334
healthy,eco,flat,light,7.98,31.42781402053022,99.38486368754366
healthy,eco,flat,light,8.0,31.490621333177494,99.38194788927207
healthy,eco,flat,light,8.02,31.553329852378756,99.3790262846561
healthy,eco,flat,light,8.040000000000001,31.61593953675943,99.37609888284715
healthy,eco,flat,light,8.06,31.67845034593963,99.3731656930003
healthy,eco,flat,light,8.08,31.740862240531627,99.37022672427433
healthy,eco,flat,light,8.1,31.803175182137316,99.36728198583154
healthy,eco,flat,light,8.120000000000001,31.865389133345673,99.36433148683771
healthy,eco,flat,light,8.14,31.927504057730182,99.361375236462
healthy,eco,flat,light,8.16,31.989519919846273,99.35841324387683
healthy,eco,flat,light,8.18,32.051436685228715,99.35544551825782
healthy,eco,flat,light,8.2,32.11325432038903,99.35247206878371
healthy,eco,flat,light,8.22,32.17497279281288,99.34949290463624
healthy,eco,flat,light,8.24,32.23659207095742,99.34650803500004
healthy,eco,flat,light,8.26,32.29811212424869,99.34351746906262
healthy,eco,flat,light,8.28,32.35953292307892,99.34052121601418
healthy,eco,flat,light,8.3,32.42085443880393,99.33751928504762
healthy,eco,flat,light,8.32,32.48207664374038,99.33451168535838
healthy,eco,flat,light,8.34,32.54319951116313,99.33149842614438
healthy,eco,flat,light,8.36,32.604223015302544,99.32847951660592
healthy,eco,flat,light,8.38,32.665147131341755,99.32545496594561
healthy,eco,flat,light,8.4,32.72597183541395,99.32242478336826
healthy,eco,flat,light,8.42,32.78669710459965,99.3193889780808
healthy,eco,flat,light,8.44,32.84732291692393,99.3163475592922
healthy,eco,flat,light,8.46,32.90784925135371,99.31330053621336
healthy,eco,flat,light,8.48,32.96827608779496,99.31024791805709
healthy,eco,flat,light,8.5,33.02860340708993,99.30718971403792
healthy,eco,flat,light,8.52,33.088831191014364,99.30412593337208
