time,speed,position,acc,soc,power,energy
0.0,0.05616688303121401,0.005616688303121401,0.5616688303121401,99.99999133227114,124.81529562492003,3.4670915451366674e-06
0.1,0.1123336871944593,0.01685005702256733,0.5616680416324528,99.99997399682559,249.63041598768734,1.0401269767016872e-05
0.2,0.16850025475424135,0.03370008249799147,0.5616656755978204,99.99994799369985,374.4450105649808,2.080252006048856e-05
0.30000000000000004,0.22466642797705905,0.05616672529569737,0.5616617322281771,99.9999133229548,499.25872883790896,3.467081808376381e-05
0.4,0.28083204913317655,0.08424993020901503,0.5616562115611752,99.99986998467561,624.0712202959479,5.2006129758651255e-05
0.5,0.33699696049839506,0.11794962625885454,0.5616491136521851,99.99981797897183,748.882134440878,7.280841127089787e-05
0.6000000000000001,0.39316100435582446,0.157265726694437,0.5616404385742938,99.99975730597734,873.691120790721,9.707760907064012e-05
0.7000000000000001,0.44932402299765484,0.20219812899420248,0.5616301864183035,99.99968796585033,998.4978288836774,0.0001248136598729645
0.8,0.5054858587269278,0.25274671486689526,0.5616183572927295,99.99960995877336,1123.3019082820617,0.00015601649065857733
0.9,0.5616463538593074,0.308911350252826,0.5616049513237968,99.99952328495333,1248.1030085762386,0.00019068601867458396
1.0,0.6178053507248513,0.37069188532531117,0.5615899686554392,99.99942794462143,1372.9007793885585,0.00022882215143537726
1.1,0.6739626916697807,0.4380881544922892,0.561573409449294,99.99932393803321,1497.6948703772905,0.0002704247867236353
1.2000000000000002,0.7301182190582507,0.5110999763981143,0.5615552738846994,99.99921126546855,1622.484931240557,0.0003154938125914286
1.3,0.7862717752741197,0.5897271539255263,0.56153556215869,99.99908992723162,1747.270611720266,0.00036402910736143597
1.4000000000000001,0.842423202722719,0.6739694741977982,0.561514274485992,99.99895992365096,1872.0515616060422,0.00041603053962827047
1.5,0.8985723438326209,0.7638267085810603,0.5614914110990187,99.99882125507938,1996.8274307391573,0.00047149796825991374
1.6,0.9547190410574073,0.859298612686801,0.5614669722478648,99.99867392189402,2121.5978690164607,0.0005304312423992599
1.7000000000000002,1.0108631368774375,0.9603849263745448,0.5614409582003007,99.99851792449635,2246.3625263943054,0.0005928302014657684
1.8,1.067004473801614,1.0670853737547061,0.5614133692417657,99.99835326331213,2371.1210528924757,0.0006586946751572261
1.9000000000000001,1.1231428943691502,1.1793996631916213,0.561384205675362,99.9981799387914,2495.8730985981115,0.000728024483451618
2.0,1.179278241151335,1.2973274873067548,0.5613534678218473,99.99799795140851,2620.618313669633,0.0008008194366091078
2.1,1.2354103567532977,1.4208685229820845,0.561321156019627,99.99780730166209,2745.3563483406615,0.0008770793351741262
2.2,1.2915390838157723,1.5500224313636617,0.5612872706247468,99.99760799007508,2870.0868529239383,0.000956803969977569
2.3000000000000003,1.3476642650168607,1.6847888578653478,0.5612518120108843,99.99740001719468,2994.809477815246,0.0010399931221391036
2.4000000000000004,1.4037857430737946,1.8251674321727274,0.5612147805693392,99.99718338359236,3119.523873497321,0.0011266465630695847
2.5,1.4599033607446972,1.971157768247197,0.5611761767090258,99.99695808986385,3244.2296905437715,0.0012167640544735784
2.6,1.5160169608303433,2.1227594643302314,0.5611360008564616,99.99672413662915,3368.926579622985,0.0013103453483519947
2.7,1.5721263861759192,2.2799721029478235,0.5610942534557588,99.99648152453253,3493.6141915020426,0.0014073901870048293
2.8000000000000003,1.6282314796727804,2.4427952509151014,0.5610509349686125,99.99623025424245,3618.2921770506227,0.0015078983030340132
2.9000000000000004,1.6843320842602094,2.611228459341122,0.5610060458742907,99.99597032645167,3742.96018724491,0.0016118694193463718
3.0,1.7404280429271717,2.7852712636338395,0.5609595866696231,99.99570174187714,3867.6178731714926,0.001719303249156691
3.1,1.7965191987140705,2.9649231835052463,0.5609115578689883,99.99542450126006,3992.2648860312675,0.001830199495990893
3.2,1.852605394714501,3.1501837229766965,0.5608619600043031,99.99513860536581,4116.9008771433355,0.0019445578536893189
3.3000000000000003,1.9086864740770018,3.341052370384397,0.5608107936250087,99.99484405498401,4241.525497948893,0.0020623780064101213
3.4000000000000004,1.9647622800068076,3.5375285983850775,0.560758059298059,99.99454085092846,4366.138400015128,0.0021836596286327636
3.5,2.0208326557675984,3.739611863961837,0.5607037576079057,99.99422899403714,4490.739235039107,0.0023084023851616276
3.6,2.076897444683247,3.9473016084301618,0.5606478891564859,99.99390848517223,4615.32765485166,0.0024366059311297294
3.7,2.1329564901395677,4.160597257444119,0.5605904545632072,99.99357932522004,4739.903311421261,0.0025682699120025423
3.8000000000000003,2.189009635586061,4.3794982210027245,0.560531454464933,99.99324151509109,4864.465856857913,0.0027033939635819288
3.9000000000000004,2.245056724537658,4.604003893456491,0.5604708895159679,99.99289505572001,4989.014943417017,0.0028419777120101794
4.0,2.301097600576462,4.8341136535141365,0.5604087603880422,99.9925399480656,5113.550223503248,0.0029840207737741585
4.1000000000000005,2.3571321073534914,5.069826864249485,0.5603450677702955,99.99217619311077,5238.071349674426,0.003129522755709559
4.2,2.4131600885904176,5.311142873108527,0.5602798123692609,99.99180379186252,5362.577974645373,0.003278483255005264
4.3,2.4691813880813025,5.558061011916657,0.5602129949088487,99.99142274535201,5487.069751291783,0.0034309018592078135
4.4,2.5251958496943354,5.810580596886091,0.5601446161303284,99.99103305463447,5611.5463326540785,0.0035867781462259824
4.5,2.5812033173735665,6.068700928623447,0.5600746767923118,99.9906347207892,5736.0073719412585,0.003746111684335462
4.6000000000000005,2.63720363514064,6.332421292137512,0.5600031776707352,99.99022774491958,5860.452522534755,0.0039089020321836495
4.7,2.6931966470965243,6.601740956847164,0.5599301195588403,99.98981212815305,5984.881437992276,0.004075148738794546
4.800000000000001,2.7491821974232398,6.876659176589488,0.559855503267157,99.9893878716411,6109.293772051644,0.004244851343573759
4.9,2.805160130385588,7.157175189628047,0.5597793296234829,99.98895497655926,6233.68917863464,0.00441800937631361
5.0,2.8611302903328744,7.443288218661334,0.5597015994728639,99.98851344410704,6358.067311850831,0.0045946223571983556
5.1000000000000005,2.917092521700632,7.734997470831398,0.5596223136775751,99.98806327550801,6482.427826001404,0.004774689796809506
5.2,2.9730466690123416,8.032302137732632,0.5595414731170996,99.9876044720097,6606.770375582982,0.004958211196131255
5.300000000000001,3.0289925768811523,8.335201395420746,0.5594590786881087,99.98713703488365,6731.094615291449,0.005145186046556017
5.4,3.0849300900115963,8.643694404421906,0.5593751313044398,99.98666096542532,6855.40020002577,0.005335613829890067
5.5,3.1408590532013037,8.957780309742036,0.5592896318970753,99.98617626495414,6979.6867848917855,0.005529494018359283
5.6000000000000005,3.196779311342716,9.277458240876308,0.5592025814141209,99.9856829348135,7103.954025206035,0.005726826074615006
5.7,3.2526907094247943,9.602727311818787,0.559113980820783,99.98518097637069,7228.201576499543,0.005927609451739993
5.800000000000001,3.308593092534729,9.93358662107226,0.5590238310993455,99.9846703910169,7352.42909452162,0.0061318435932544825
5.9,3.3644863058596437,10.270035251658225,0.558932133249148,99.98415118016723,7476.636235243653,0.006339527933122362
6.0,3.4203701946883,10.612072271127055,0.5588388882865608,99.98362334526064,7600.822654862888,0.006550661895757442
6.1000000000000005,3.476244604412796,10.959696731568334,0.5587440972449622,99.98308688775995,7724.988009806213,0.006765244896029837
6.2,3.5321093805302675,11.31290766962136,0.5586477611747129,99.98254180915184,7849.131956733928,0.006983276339272446
6.300000000000001,3.5879643686445806,11.671704106485818,0.5585498811431326,99.9819881109468,7973.254152543513,0.007204755621287544
6.4,3.643809414468028,12.03608504793262,0.5584504582344744,99.98142579467914,8097.354254373396,0.007429682128353472
6.5,3.6996443638230176,12.406049484314922,0.5583494935498987,99.98085486190695,8221.431919606706,0.007658055237231436
6.6000000000000005,3.7554690626437623,12.781596390579297,0.5582469882074482,99.9802753142121,8345.486805875027,0.007889874315172409
6.7,3.8112833569779645,13.162724726277094,0.5581429433420214,99.97968715320022,8469.518571062143,0.008125138719924135
6.800000000000001,3.8670870929884993,13.549433435575944,0.5580373601053458,99.97909038050068,8593.526873307776,0.00836384779973824
6.9,3.922880116955094,13.941721447271453,0.5579302396659506,99.97848499776659,8717.51137101132,0.008606000893377444
7.0,3.978662275276008,14.339587674799054,0.5578215832091398,99.97787100667472,8841.471722835573,0.008851597330122876
7.1000000000000005,4.034433414469705,14.743031016246025,0.557711391936964,99.97724840892558,8965.407587710455,0.0091006364297815
7.2,4.090193381176524,15.152050354363677,0.5575996670681926,99.97661720624329,9089.31862483672,0.009353117502693633
7.300000000000001,4.1459420221603525,15.566644556579712,0.557486409838285,99.97597740037567,9213.204493689671,0.009609039849740568
7.4,4.201679184310288,15.98681247501074,0.5573716214993615,99.97532899309414,9337.064854022863,0.009868402762352313
7.5,4.2574047146423055,16.41255294647497,0.5572553033201736,99.97467198619373,9460.89936587179,0.010131205522515419
7.6000000000000005,4.313118460300913,16.843864792505062,0.5571374565860755,99.97400638149307,9584.707689557585,0.010397447402780906
7.7,4.368820268560812,17.280746819361145,0.557018082598993,99.97333218083435,9708.489485690694,0.010667127666272315
7.800000000000001,4.424509986828552,17.723197818044,0.5568971826773932,99.97264938608329,9832.244415174559,0.01094024556669383
7.9,4.480187462644177,18.171216564308416,0.5567747581562537,99.97195799912917,9955.972139209282,0.011216800348338532
8.0,4.53585254368288,18.624801818676705,0.5566508103870316,99.97125802188478,10079.67231929529,0.011496791246096734
8.1,4.5915050777566435,19.08395232645237,0.5565253407376315,99.97054945628636,10203.344617236986,0.011780217485464428
8.200000000000001,4.647144912815881,19.548666817733956,0.5563983505923739,99.96983230429365,10326.9886951464,0.012067078282551828
8.3,4.702771896951077,20.018944007429063,0.5562698413519624,99.9691065678898,10450.604215446838,0.012357372844092017
8.4,4.758385878394423,20.494782595268504,0.556139814433452,99.9683722490814,10574.190840876494,0.012651100367449698
8.5,4.813986705521444,20.97618126582065,0.5560082712702143,99.96762934989844,10697.748234492097,0.012948260040630034
8.6,4.8695742268526345,21.463138688505914,0.5558752133119058,99.9668778723943,10821.276059672522,0.013248851042287603
8.700000000000001,4.925148291055078,21.955653517611424,0.5557406420244333,99.96611781864569,10944.773980122394,0.013552872541735447
8.8,4.98070874694407,22.45372439230583,0.5556045588899196,99.96534919075263,11068.241659875712,0.013860323698954216
8.9,5.036255443484737,22.957349936654303,0.5554669654066687,99.96457199083852,11191.678763299415,0.014171203664601423
9.0,5.09178822979365,23.46652875963367,0.5553278630891327,99.96378622104997,11315.084955097,0.014485511580020784
9.1,5.147306955140437,23.98125945514771,0.5551872534678739,99.9629918835569,11438.459900312082,0.014803246577251676
9.200000000000001,5.20281146894939,24.50154060204265,0.5550451380895308,99.96218898055243,11561.803264331978,0.015124407779038675
9.3,5.258301620801069,25.027370764122757,0.5549015185167823,99.96137751425292,11685.114712891263,0.01544899429884121
9.4,5.313777260433899,25.55874849016615,0.5547563963283104,99.96055748689791,11808.393912075333,0.0157770052408433
9.5,5.369238237745776,26.095672313940728,0.5546097731187639,99.95972890075011,11931.640528323947,0.01610843969996341
9.600000000000001,5.4246844027956485,26.63814075422029,0.5544616504987222,99.95889175809536,12054.854228434775,0.016443296761864373
9.700000000000001,5.480115605805114,27.186152314800804,0.5543120300946566,99.95804606124261,12178.03467956692,0.016781575502963456
9.8,5.535531697160003,27.739705484516804,0.554160913548893,99.95719181252392,12301.181549244451,0.01712327499044247
9.9,5.590932527411961,28.298798737258,0.5540083025195743,99.95632901429438,12424.294505359912,0.01746839428225802
10.0,5.646317947280023,28.863430531986,0.5538541986806219,99.95545766893216,12547.373216177828,0.01781693242715185
10.100000000000001,5.701687807652193,29.43359931275122,0.5536986037216961,99.95457777883838,12670.417350338204,0.018168888464661245
10.200000000000001,5.757041959587009,30.00930350870992,0.5535415193481578,99.95368934643722,12793.42657686002,0.018524261425129578
10.3,5.812380254315112,30.59054153414143,0.5533829472810288,99.95279237417574,12916.400565144693,0.01888305032971693
10.4,5.867702543240807,31.17731178846551,0.5532228892569521,99.95188686452401,13039.338984979571,0.019245254190410805
10.5,5.923008677943622,31.76961265625987,0.5530613470281515,99.95097281997495,13162.241506541382,0.019610872010036955
10.600000000000001,5.978298510179862,32.36744250727786,0.5528983223623913,99.95005024304437,13285.107800399692,0.01997990278227028
10.700000000000001,6.033571891884155,32.97079969646627,0.5527338170429356,99.94911913627094,13407.937537520344,0.020352345491645846
10.8,6.088828675171006,33.579682563983376,0.5525678328685065,99.94817950221612,13530.730389268901,0.020728199113569983
10.9,6.14406871233633,34.19408943521701,0.552400371653244,99.94723134346421,13653.486027414066,0.021107462614331485
11.0,6.199291855858997,34.81401862080291,0.5522314352266625,99.94627466262226,13776.204124131102,0.021490134951112905
11.100000000000001,6.254497958402358,35.439468416643145,0.5520610254336101,99.94530946232004,13898.884352005241,0.02187621507200194
11.200000000000001,6.309686872815781,36.070437103924725,0.5518891441342254,99.94433574521004,14021.526384035067,0.022265701916002915
11.3,6.36485845213617,36.706922949138345,0.5517157932038941,99.94335351396742,14144.129893635933,0.022658594413048357
11.4,6.420012549589491,37.348924204097294,0.5515409745332078,99.94236277129002,14266.694554643313,0.02305489148401067
11.5,6.475149018592283,37.996439105956526,0.5513646900279184,99.94136351989826,14389.220041316185,0.023454592040713897
11.600000000000001,6.530267712753173,38.64946587723184,0.551186941608896,99.94035576253518,14511.706028340384,0.023857694985945574
11.700000000000001,6.5853684858743815,39.30800272581928,0.5510077312120835,99.93933950196637,14634.15219083196,0.024264199213468684
11.8,6.640451191953227,39.9720478450146,0.5508270607884532,99.93831474097996,14756.558204340505,0.0246741036080337
11.9,6.695515685183623,40.641599413532965,0.5506449323039618,99.93728148238657,14878.923744852495,0.02508740704539071
12.0,6.750561819957573,41.31665559552872,0.5504613477395052,99.93623972901929,15001.248488794607,0.02550410839230167
